,,,,Achillea millefolium,Achyrachaena mollis,Agroseris grandiflora,Agrostis capillaris,Aira caryophyllea,Alopecurus geniculatus,Alopecurus pratensis,Anagallis arvensis,Anthoxanthum odoratum,Aphanes occidentalis,Aristida oligantha,Briza minor,Brodiaea sp.,Bromus carinatus,Bromus diandrus,Bromus hordeaceus,Bromus tectorum,Calandrinia ciliata,Camassia quamash,Carex inops,Carex spp.,Centaurea debeauxii,Cerastium glomeratum,Clarkia purpurea,Collinsia grandiflora,Crepis capillaris,Cynosurus echinatus,Dactylis glomerata,Danthonia californica,Daucus carota,Daucus pusillus,Drymocallis glandulosa,Elymus repens,Eriophyllum lanatum,Erodium cicutarium,Eschscholzia californica,Festuca roemeri,Galium aparine,Galium parisiense,Geranium columbinum,Geranium dissectum,Geranium molle,Hieracium spp.,Holcus lanatus,Hypericum perforatum,Hypochaeris radicata,Juncus effusus,Juncus occidentalis,Kickxia elatine,Koeleria macrantha,Lactuca serriola,Lapsana communis,Leucanthemum vulgare,Linum bienne,Lomatium nudicaule,Lotus corniculatus,Lotus micranthus,Lotus unifoliatus,Lupinus bicolor,Luzula spp.,Microseris laciniata,Moenchia erecta,Myosotis discolor,Navarretia pubescens,Osmorhiza berteroi,Parentucellia viscosa,Phalaris arundinacea,Phleum pratense,Plantago lanceolata,Plantago major,Plectritis congesta,Poa compressa,Prunella vulgaris,Ranunculus austro-oreganus,Ranunculus occidentalis,Ranunculus repens,Rubus armeniacus,Rumex acetosella,Rumex crispus,Schedonorus arundinaceus,Sherardia arvensis,Sidalcea malviflora,Sisymbrium altissimum,Sonchus asper,Taraxicum officinale,Torilis arvensis,Tragopogon dubius,Trifolium arvense,Trifolium dubium,Trifolium hirtum,Trifolium pratense,Trifolium repens,Trifolium spp.,Trifolium subterraneum,Verbascum  blattaria,Veronica arvensis,Vicia hirsuta,Vicia sativa,Vicia spp.,Vulpia spp.,Unknown sample 6 (forb),Unknown sample 12,Total Cover
8,HOPS,Southern,Warming,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,15.38%,0.00%,0.00%,0.00%,0.00%,0.00%,1.49%,0.99%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.50%,0.00%,0.05%,0.00%,0.00%,0.00%,0.05%,0.05%,0.00%,0.00%,0.00%,0.00%,79.40%,0.00%,0.05%,0.00%,0.00%,0.00%,1.99%,0.00%,0.00%,100.00%
9,HOPS,Southern,Warming&ppt,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,7.28%,8.19%,0.03%,0.00%,0.00%,0.00%,0.00%,0.03%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.52%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.82%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10.31%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,0.03%,0.30%,0.00%,0.00%,0.00%,23.65%,0.00%,0.03%,0.00%,0.00%,0.00%,46.39%,0.00%,0.00%,100.00%
10,HOPS,Southern,Control,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.93%,0.00%,0.00%,0.00%,0.00%,0.00%,13.99%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.48%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,45.83%,0.00%,0.00%,0.00%,0.00%,0.00%,36.66%,0.00%,0.00%,100.00%
11,HOPS,Southern,Warming,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,16.47%,0.00%,2.00%,0.00%,0.00%,0.00%,7.49%,1.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.99%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.99%,0.00%,0.00%,1.50%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.48%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,23.95%,0.00%,0.00%,0.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,8.98%,0.00%,0.00%,0.00%,7.49%,0.05%,0.00%,0.00%,0.00%,0.00%,10.48%,0.00%,0.00%,100.00%
12,HOPS,Southern,Warming&ppt,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12.18%,1.39%,0.35%,0.00%,0.00%,0.00%,0.00%,0.00%,0.35%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.70%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.35%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,41.41%,0.35%,0.00%,0.00%,0.00%,0.00%,42.80%,0.00%,0.00%,100.00%
13,HOPS,Southern,Control,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.41%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,30.96%,0.00%,0.47%,0.00%,0.00%,0.00%,0.00%,2.81%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.22%,0.00%,0.00%,0.00%,0.00%,0.47%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.47%,0.47%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.47%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,3.75%,0.00%,0.00%,0.00%,0.00%,38.93%,0.00%,0.94%,0.00%,0.00%,0.00%,0.47%,0.00%,0.94%,100.00%
14,HOPS,Southern,Warming ,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.61%,0.00%,0.00%,0.00%,0.00%,0.00%,17.44%,0.03%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.71%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.20%,0.00%,0.00%,0.03%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.20%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,32.18%,0.00%,0.00%,0.00%,0.00%,0.00%,40.00%,0.00%,0.00%,100.00%
15,HOPS,Southern,Drought,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.45%,6.76%,0.05%,0.00%,0.00%,0.00%,4.95%,0.90%,0.45%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,11.26%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.45%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.05%,0.00%,1.80%,0.00%,0.00%,0.00%,0.05%,0.05%,0.00%,0.00%,0.00%,0.00%,61.26%,0.00%,0.05%,0.00%,0.00%,0.00%,7.21%,0.00%,0.00%,100.00%
16,HOPS,Southern,Control,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.57%,0.00%,0.43%,0.00%,0.00%,0.00%,0.00%,0.43%,8.58%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.57%,0.00%,0.00%,2.14%,2.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,0.00%,0.00%,0.00%,0.00%,4.29%,0.00%,0.00%,0.00%,0.00%,0.00%,0.43%,0.00%,26.59%,0.00%,0.00%,0.00%,0.00%,0.43%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,4.29%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.43%,0.00%,0.00%,0.00%,0.00%,0.00%,0.43%,0.86%,0.00%,0.00%,0.00%,0.00%,15.87%,0.00%,5.15%,0.00%,0.04%,0.00%,7.29%,0.00%,0.00%,100.00%
17,HOPS,Southern,Warming ,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,14.04%,0.00%,1.17%,0.00%,0.00%,0.00%,12.87%,0.04%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.39%,0.00%,3.12%,1.56%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.12%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.39%,0.00%,0.00%,0.00%,0.00%,0.00%,0.78%,0.04%,0.00%,0.00%,0.00%,0.00%,53.41%,0.00%,0.00%,0.00%,0.00%,0.00%,8.97%,0.00%,0.00%,100.00%
18,HOPS,Southern,Drought,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.81%,4.01%,2.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.63%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.81%,0.00%,0.00%,0.00%,0.00%,2.41%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.61%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.22%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,5.62%,0.00%,0.00%,0.00%,54.60%,1.20%,0.00%,0.00%,0.00%,0.00%,10.04%,0.00%,0.00%,100.00%
19,HOPS,Southern,Control,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,8.31%,0.04%,0.04%,0.00%,0.00%,0.00%,0.04%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.37%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.44%,0.00%,0.00%,0.00%,0.00%,1.31%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.44%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,10.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,67.77%,0.00%,0.00%,0.00%,0.00%,0.00%,7.00%,0.00%,0.00%,100.00%
